"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","prob","stratum","psu","nwspol","tvtot","dcldef","dclenv","dclintr","dclmig","dclwlfr","euftf","freehms","gincdif","lrscale","polcmpl","polintr","trstep","trstlgl","trstplc","trstplt","trstprl","trstprt","trstun","vote","imbgeco","imueclt","prtvtit","prtvtbit","prtvtcit","prtclit","prtclbit","prtclcit","prtcldit","gndr","agea","edulvla","edulvlb","emplrel","marital","marsts","edlvit","edlvdit","edlveit","regionit","mnrgtjb","implvdm","ccnthum","yrbrn"
"ESS8e02_2",8,"2.2","10.12.2020",806,"IT",0.9618815,1.1559193,1.9948093,2.3058386,,,,30,,,,,,,6,4,2,88,,3,6,88,7,5,4,5,8,3,2,2,,66,,,,66,,2,15,,213,6,,6,,4,,,4,,3,2002
"ESS8e02_2",8,"2.2","10.12.2020",810,"IT",0.9618815,0.96998125,1.9948093,1.9349276,,,,1048,,,,,,,88,1,5,88,,4,0,0,7,0,0,0,0,1,0,5,,88,,,,66,,2,24,,323,1,,6,,7,,,5,,3,1993
"ESS8e02_2",8,"2.2","10.12.2020",811,"IT",0.9392224,1.0620012,1.9948093,2.11849,,,,60,,,,,,,5,2,3,6,,4,5,5,5,0,0,0,5,1,4,4,,4,,,,66,,2,50,,213,6,,66,,4,,,5,,3,1967
"ESS8e02_2",8,"2.2","10.12.2020",814,"IT",1.0580578,1.2777313,1.9948093,2.5488303,,,,120,,,,,,,10,2,1,77,,1,88,4,7,2,4,1,1,2,77,0,,66,,,,66,,1,59,,720,1,,66,,14,,,5,,88,1958
"ESS8e02_2",8,"2.2","10.12.2020",815,"IT",0.9957218,1.1965863,1.9948093,2.3869615,,,,10,,,,,,,4,3,4,6,,4,5,5,6,4,5,4,6,3,6,5,,66,,,,66,,2,17,,213,6,,6,,4,,,5,,3,2000
"ESS8e02_2",8,"2.2","10.12.2020",818,"IT",0.98251426,1.133936,1.9948093,2.2619863,,,,60,,,,,,,1,1,1,4,,2,6,5,10,1,8,5,7,1,9,8,,88,,,,66,,2,31,,620,1,,6,,12,,,5,,4,1986
"ESS8e02_2",8,"2.2","10.12.2020",819,"IT",0.98251426,0.9592867,1.9948093,1.913594,,,,15,,,,,,,7,2,2,1,,4,7,4,6,0,7,0,1,1,0,0,,88,,,,66,,1,29,,213,1,,6,,4,,,3,,4,1988
"ESS8e02_2",8,"2.2","10.12.2020",820,"IT",1.1954315,1.0778369,1.9948093,2.150079,,,,30,,,,,,,6,2,2,77,,4,0,0,2,0,0,0,0,2,1,8,,66,,,,66,,1,30,,323,1,,6,,7,,,3,,3,1987
"ESS8e02_2",8,"2.2","10.12.2020",823,"IT",1.0168281,0.69306797,1.9948093,1.3825384,,,,120,,,,,,,3,1,1,5,,2,3,7,5,0,0,0,8,8,3,8,,66,,,,66,,1,51,,323,1,,66,,7,,,5,,4,1966
"ESS8e02_2",8,"2.2","10.12.2020",824,"IT",1.0198914,0.7103092,1.9948093,1.4169314,,,,90,,,,,,,6,2,1,9,,2,5,7,6,3,4,4,6,1,3,6,,4,,,,1,,2,49,,313,1,,66,,8,,,5,,3,1968
"ESS8e02_2",8,"2.2","10.12.2020",825,"IT",1.0514121,1.070029,1.9948093,2.1345038,,,,30,,,,,,,5,3,3,5,,3,5,8,9,4,5,4,2,1,4,3,,77,,,,66,,1,78,,222,1,,66,,3,,,3,,3,1939
"ESS8e02_2",8,"2.2","10.12.2020",828,"IT",0.9618815,1.1957586,1.9948093,2.3853104,,,,90,,,,,,,7,2,1,77,,2,6,7,6,6,6,6,7,1,7,7,,77,,,,77,,1,51,,720,1,,66,,14,,,4,,4,1966
"ESS8e02_2",8,"2.2","10.12.2020",829,"IT",1.017393,1.1720964,1.9948093,2.3381088,,,,70,,,,,,,5,2,1,7,,3,3,2,7,3,3,3,3,1,5,7,,77,,,,3,,2,71,,213,6,,5,,4,,,4,,4,1946
"ESS8e02_2",8,"2.2","10.12.2020",831,"IT",0.98591685,0.9520456,1.9948093,1.8991494,,,,15,,,,,,,5,3,2,5,,3,4,4,8,4,5,4,4,1,4,6,,1,,,,66,,2,36,,313,1,,6,,8,,,2,,3,1981
"ESS8e02_2",8,"2.2","10.12.2020",837,"IT",1.0168281,0.9494492,1.9948093,1.89397,,,,15,,,,,,,4,4,2,77,,3,88,1,7,1,0,1,88,7,3,1,,66,,,,66,,2,94,,113,6,,5,,2,,,2,,3,1923
"ESS8e02_2",8,"2.2","10.12.2020",838,"IT",1.0514121,0.8435826,1.9948093,1.6827863,,,,20,,,,,,,5,4,4,88,,4,3,5,7,2,3,2,5,2,4,4,,66,,,,66,,1,19,,313,6,,6,,8,,,4,,3,1998
"ESS8e02_2",8,"2.2","10.12.2020",841,"IT",0.98251426,0.9856294,1.9948093,1.9661427,,,,30,,,,,,,88,2,2,0,,4,5,8,9,0,3,0,88,1,0,5,,4,,,,66,,1,68,,113,6,,66,,2,,,2,,1,1949
"ESS8e02_2",8,"2.2","10.12.2020",843,"IT",1.0168281,0.7482597,1.9948093,1.4926355,,,,20,,,,,,,9,2,1,4,,2,6,6,6,5,6,5,6,1,7,5,,1,,,,2,,2,60,,313,1,,66,,8,,,5,,4,1957
"ESS8e02_2",8,"2.2","10.12.2020",845,"IT",1.017393,1.1330116,1.9948093,2.260142,,,,30,,,,,,,7,5,2,77,,3,88,6,7,2,4,2,6,1,9,5,,77,,,,66,,2,36,,800,1,,66,,18,,,5,,4,1981
"ESS8e02_2",8,"2.2","10.12.2020",846,"IT",0.98251426,0.8322138,1.9948093,1.6601079,,,,30,,,,,,,3,4,1,7,,4,5,5,10,3,5,3,5,1,5,1,,8,,,,4,,2,40,,323,1,,6,,7,,,1,,4,1977
"ESS8e02_2",8,"2.2","10.12.2020",848,"IT",0.9428801,0.9620226,1.9948093,1.9190516,,,,1160,,,,,,,2,5,1,88,,3,88,0,8,0,0,0,0,1,2,1,,88,,,,66,,2,69,,321,6,,66,,6,,,2,,4,1948
"ESS8e02_2",8,"2.2","10.12.2020",852,"IT",0.96083236,0.6549014,1.9948093,1.3064034,,,,120,,,,,,,7,1,2,77,,3,3,5,6,2,3,2,4,1,7,6,,77,,,,66,,1,43,,323,2,,6,,7,,,5,,4,1974
"ESS8e02_2",8,"2.2","10.12.2020",853,"IT",1.0056548,1.0594531,1.9948093,2.113407,,,,40,,,,,,,5,7,7,77,,3,6,4,8,2,4,2,6,1,5,5,,77,,,,66,,1,63,,720,1,,5,,14,,,7,,4,1954
"ESS8e02_2",8,"2.2","10.12.2020",854,"IT",1.0365344,0.96784997,1.9948093,1.9306761,,,,360,,,,,,,6,8,2,88,,3,6,8,8,6,6,5,6,1,4,4,,1,,,,2,,2,79,,113,6,,5,,2,,,3,,3,1938
"ESS8e02_2",8,"2.2","10.12.2020",856,"IT",1.0169604,1.0201844,1.9948093,2.0350733,,,,30,,,,,,,2,2,1,5,,2,8,7,9,0,3,2,3,1,3,2,,1,,,,66,,1,59,,113,1,,66,,2,,,3,,3,1958
"ESS8e02_2",8,"2.2","10.12.2020",857,"IT",0.96083236,0.6549014,1.9948093,1.3064034,,,,30,,,,,,,5,3,2,8,,3,6,3,6,1,3,1,6,1,5,6,,13,,,,66,,1,47,,323,1,,66,,7,,,4,,4,1970
"ESS8e02_2",8,"2.2","10.12.2020",858,"IT",1.0056548,0.86415726,1.9948093,1.7238289,,,,60,,,,,,,88,1,2,88,,3,4,7,7,3,2,2,4,1,4,4,,88,,,,66,,2,41,,323,1,,6,,7,,,4,,4,1976
"ESS8e02_2",8,"2.2","10.12.2020",859,"IT",0.96083236,0.74859756,1.9948093,1.4933094,,,,30,,,,,,,5,2,2,4,,2,7,7,8,4,5,4,7,1,6,7,,1,,,,66,,1,62,,323,1,,66,,7,,,4,,3,1955
"ESS8e02_2",8,"2.2","10.12.2020",861,"IT",1.0365344,0.7627611,1.9948093,1.5215629,,,,75,,,,,,,5,3,2,7,,2,6,7,7,6,7,4,7,1,5,6,,9,,,,3,,2,65,,323,1,,66,,7,,,5,,3,1952
"ESS8e02_2",8,"2.2","10.12.2020",863,"IT",0.9957218,1.0972015,1.9948093,2.1887076,,,,563,,,,,,,6,3,3,8,,4,3,7,9,0,0,1,4,7,6,5,,66,,,,66,,1,56,,323,7,,4,,7,,,3,,5,1961
"ESS8e02_2",8,"2.2","10.12.2020",864,"IT",1.0168281,0.9494492,1.9948093,1.89397,,,,789,,,,,,,8,1,1,3,,2,9,9,9,5,9,5,9,1,8,10,,1,,,,2,,2,73,,213,2,,66,,4,,,5,,4,1944
"ESS8e02_2",8,"2.2","10.12.2020",865,"IT",1.0097194,1.1205094,1.9948093,2.2352026,,,,1160,,,,,,,7,4,1,88,,3,8,6,6,5,5,5,8,3,10,10,,66,,,,66,,1,36,,5555,1,,66,,5555,,,2,,3,1981
"ESS8e02_2",8,"2.2","10.12.2020",866,"IT",1.0056548,1.1585734,1.9948093,2.311133,,,,966,,,,,,,0,5,1,77,,4,0,77,77,0,0,0,88,2,77,0,,66,,,,66,,2,80,,0,1,,66,,1,,,7,,88,1937
"ESS8e02_2",8,"2.2","10.12.2020",868,"IT",0.9428801,1.2206882,1.9948093,2.4350402,,,,30,,,,,,,1,5,2,77,,4,0,1,8,0,1,0,4,2,0,1,,66,,,,66,,2,82,,222,1,,66,,3,,,4,,2,1935
"ESS8e02_2",8,"2.2","10.12.2020",871,"IT",1.0169604,0.8042867,1.9948093,1.6043986,,,,180,,,,,,,8,1,3,4,,2,7,4,7,6,6,6,7,1,8,8,,4,,,,1,,1,26,,313,6,,6,,8,,,4,,3,1991
"ESS8e02_2",8,"2.2","10.12.2020",872,"IT",0.97247577,1.1203489,1.9948093,2.2348824,,,,30,,,,,,,4,2,2,2,,4,4,4,4,4,3,4,4,1,4,4,,1,,,,2,,2,75,,113,1,,5,,2,,,5,,4,1942
"ESS8e02_2",8,"2.2","10.12.2020",876,"IT",1.0056548,1.0542845,1.9948093,2.1030965,,,,8888,,,,,,,0,3,2,77,,4,0,6,5,0,0,0,0,7,0,0,,66,,,,66,,2,30,,213,6,,66,,4,,,4,,5,1987
"ESS8e02_2",8,"2.2","10.12.2020",878,"IT",1.0365344,0.9355762,1.9948093,1.866296,,,,60,,,,,,,8,2,2,88,,3,5,4,7,2,3,3,88,2,7,88,,66,,,,1,,2,46,,620,1,,66,,12,,,5,,3,1971
"ESS8e02_2",8,"2.2","10.12.2020",881,"IT",0.96083236,0.89716417,1.9948093,1.7896714,,,,60,,,,,,,6,4,2,2,,3,5,6,7,6,7,5,6,1,6,6,,2,,,,8,,2,86,,113,3,,66,,2,,,4,,2,1931
"ESS8e02_2",8,"2.2","10.12.2020",883,"IT",0.9957218,1.3363886,1.9948093,2.6658404,,,,10,,,,,,,8,3,2,5,,3,6,6,6,5,7,6,6,7,7,8,,66,,,,66,,2,25,,720,1,,6,,14,,,4,,4,1992
"ESS8e02_2",8,"2.2","10.12.2020",884,"IT",0.9428801,0.9321266,1.9948093,1.8594148,,,,1152,,,,,,,7,1,2,88,,2,5,7,7,5,4,5,7,3,0,0,,66,,,,1,,2,22,,321,1,,6,,6,,,4,,4,1995
"ESS8e02_2",8,"2.2","10.12.2020",886,"IT",0.96083236,0.7925376,1.9948093,1.5809615,,,,0,,,,,,,0,3,2,77,,4,3,2,3,0,0,0,3,1,0,88,,77,,,,66,,1,84,,113,1,,6,,2,,,5,,4,1933
"ESS8e02_2",8,"2.2","10.12.2020",887,"IT",0.98251426,0.77704424,1.9948093,1.550055,,,,30,,,,,,,1,2,3,8,,3,2,5,5,1,1,1,1,1,6,1,,8,,,,66,,1,34,,313,1,,6,,8,,,4,,4,1983
"ESS8e02_2",8,"2.2","10.12.2020",888,"IT",1.0056548,1.0234615,1.9948093,2.0416105,,,,8888,,,,,,,88,3,2,77,,7,0,5,6,0,0,0,0,7,0,0,,66,,,,66,,1,86,,113,2,,66,,2,,,4,,4,1931
"ESS8e02_2",8,"2.2","10.12.2020",889,"IT",0.7241584,0.95632476,1.9948093,1.9076855,,,,8888,,,,,,,5,2,3,4,,3,6,4,5,3,4,3,6,1,4,6,,77,,,,2,,2,79,,113,2,,5,,2,,,4,,4,1938
"ESS8e02_2",8,"2.2","10.12.2020",892,"IT",1.0056548,0.86415726,1.9948093,1.7238289,,,,0,,,,,,,10,3,3,6,,4,77,77,77,77,77,77,77,7,7,6,,66,,,,66,,2,41,,321,1,,6,,6,,,3,,3,1976
"ESS8e02_2",8,"2.2","10.12.2020",893,"IT",1.0168281,0.9494492,1.9948093,1.89397,,,,60,,,,,,,5,2,2,5,,3,1,2,7,0,3,0,2,1,4,2,,77,,,,66,,2,60,,213,6,,66,,4,,,2,,4,1957
"ESS8e02_2",8,"2.2","10.12.2020",894,"IT",1.0097194,1.1126254,1.9948093,2.2194755,,,,120,,,,,,,88,5,5,2,,2,5,5,5,5,5,5,5,2,77,77,,66,,,,2,,1,80,,321,2,,66,,6,,,5,,88,1937
"ESS8e02_2",8,"2.2","10.12.2020",895,"IT",1.0169604,0.99291867,1.9948093,1.9806834,,,,120,,,,,,,7,2,2,77,,3,7,7,7,7,7,7,7,2,6,7,,66,,,,66,,1,25,,213,6,,6,,4,,,2,,3,1992
"ESS8e02_2",8,"2.2","10.12.2020",899,"IT",0.9957218,1.2711033,1.9948093,2.5356085,,,,120,,,,,,,6,2,2,2,,4,8,7,7,4,5,4,8,7,6,6,,66,,,,66,,2,45,,720,6,,66,,14,,,4,,5,1972
"ESS8e02_2",8,"2.2","10.12.2020",902,"IT",1.0514121,0.8842023,1.9948093,1.7638149,,,,20,,,,,,,5,2,3,88,,3,5,4,8,1,2,1,5,1,4,4,,88,,,,66,,1,54,,323,2,,66,,7,,,4,,4,1963
"ESS8e02_2",8,"2.2","10.12.2020",904,"IT",0.9957218,0.9598734,1.9948093,1.9147643,,,,8888,,,,,,,8,3,1,88,,4,5,5,5,3,6,3,4,1,8,8,,4,,,,1,,1,43,,313,1,,66,,8,,,3,,3,1974
"ESS8e02_2",8,"2.2","10.12.2020",907,"IT",1.0097194,1.1126254,1.9948093,2.2194755,,,,60,,,,,,,4,2,1,7,,2,1,3,4,3,2,2,0,1,6,4,,5,,,,66,,1,59,,323,2,,1,,7,,,4,,4,1958
"ESS8e02_2",8,"2.2","10.12.2020",908,"IT",1.017393,1.1670594,1.9948093,2.3280609,,,,60,,,,,,,5,2,3,5,,2,5,5,7,5,5,5,5,1,6,6,,77,,,,66,,2,53,,229,1,,66,,5,,,4,,3,1964
"ESS8e02_2",8,"2.2","10.12.2020",909,"IT",1.0198914,1.157744,1.9948093,2.3094785,,,,8888,,,,,,,88,3,8,77,,4,88,7,7,0,0,0,88,1,0,88,,77,,,,66,,1,36,,213,2,,6,,4,,,3,,5,1981
"ESS8e02_2",8,"2.2","10.12.2020",912,"IT",0.9974067,1.0150671,1.9948093,2.0248654,,,,30,,,,,,,4,2,2,2,,3,88,8,9,0,2,2,9,1,4,4,,1,,,,66,,1,71,,213,7,,5,,4,,,3,,4,1946
"ESS8e02_2",8,"2.2","10.12.2020",913,"IT",0.9392224,0.91701865,1.9948093,1.8292773,,,,20,,,,,,,10,3,1,8,,4,0,0,0,0,0,0,8,2,0,5,,66,,,,66,,1,34,,213,2,,6,,4,,,5,,3,1983
"ESS8e02_2",8,"2.2","10.12.2020",914,"IT",0.9957218,0.9598734,1.9948093,1.9147643,,,,30,,,,,,,10,2,1,3,,2,9,9,8,7,9,8,9,1,9,9,,1,,,,2,,1,52,,323,1,,66,,7,,,3,,4,1965
"ESS8e02_2",8,"2.2","10.12.2020",919,"IT",1.017393,1.1720964,1.9948093,2.3381088,,,,150,,,,,,,7,1,2,0,,2,8,10,10,6,10,6,9,1,9,9,,1,,,,2,,2,74,,213,2,,66,,4,,,4,,4,1943
"ESS8e02_2",8,"2.2","10.12.2020",922,"IT",0.99353516,0.819512,1.9948093,1.6347702,,,,150,,,,,,,7,4,2,77,,3,4,3,5,2,3,3,5,2,5,7,,66,,,,66,,1,63,,213,1,,4,,4,,,3,,4,1954
"ESS8e02_2",8,"2.2","10.12.2020",923,"IT",1.0419823,1.1781942,1.9948093,2.3502727,,,,0,,,,,,,2,2,1,77,,4,7,1,4,0,1,0,2,1,1,1,,77,,,,66,,2,41,,213,6,,66,,4,,,3,,2,1976
"ESS8e02_2",8,"2.2","10.12.2020",924,"IT",0.98591685,1.2764051,1.9948093,2.5461848,,,,90,,,,,,,6,2,2,10,,1,7,8,9,7,6,7,7,1,4,5,,13,,,,4,,2,82,,113,6,,1,,2,,,4,,4,1935
"ESS8e02_2",8,"2.2","10.12.2020",925,"IT",0.9428801,1.0783324,1.9948093,2.1510675,,,,30,,,,,,,1,4,3,88,,4,3,2,3,0,0,0,4,8,1,2,,66,,,,66,,1,77,,0,2,,66,,1,,,2,,1,1940
"ESS8e02_2",8,"2.2","10.12.2020",926,"IT",1.0169604,1.1499012,1.9948093,2.2938335,,,,120,,,,,,,7,2,1,9,,4,8,8,8,7,8,7,88,1,5,5,,77,,,,66,,2,48,,213,6,,66,,4,,,2,,1,1969
"ESS8e02_2",8,"2.2","10.12.2020",929,"IT",0.9957218,1.1305574,1.9948093,2.2552464,,,,928,,,,,,,1,5,2,10,,2,6,6,7,4,4,4,6,3,1,2,,66,,,,5,,1,17,,213,6,,6,,4,,,3,,3,2000
"ESS8e02_2",8,"2.2","10.12.2020",933,"IT",1.0169604,0.8613903,1.9948093,1.7183094,,,,90,,,,,,,2,1,2,1,,2,6,4,6,3,6,3,5,1,4,4,,77,,,,77,,2,54,,323,6,,66,,7,,,4,,2,1963
"ESS8e02_2",8,"2.2","10.12.2020",934,"IT",0.98251426,1.1157469,1.9948093,2.2257023,,,,300,,,,,,,6,2,3,77,,7,6,2,7,0,1,0,6,7,6,6,,66,,,,66,,2,75,,213,6,,66,,4,,,2,,3,1942
"ESS8e02_2",8,"2.2","10.12.2020",935,"IT",1.0097194,1.3334367,1.9948093,2.659952,,,,60,,,,,,,5,2,2,3,,4,3,6,5,4,5,3,0,1,2,5,,1,,,,66,,2,68,,113,6,,66,,2,,,4,,4,1949
"ESS8e02_2",8,"2.2","10.12.2020",936,"IT",1.0169604,0.8613903,1.9948093,1.7183094,,,,884,,,,,,,2,1,1,10,,3,8,7,8,2,5,2,6,1,2,3,,13,,,,5,,2,42,,313,1,,66,,8,,,4,,3,1975
"ESS8e02_2",8,"2.2","10.12.2020",937,"IT",0.9618815,1.2702622,1.9948093,2.533931,,,,0,,,,,,,88,4,8,77,,3,88,5,5,5,5,5,88,2,2,88,,66,,,,66,,2,87,,113,1,,5,,2,,,5,,5,1930
"ESS8e02_2",8,"2.2","10.12.2020",938,"IT",1.0169604,1.0201844,1.9948093,2.0350733,,,,645,,,,,,,8,4,2,5,,2,5,6,8,5,6,5,5,1,6,7,,1,,,,2,,1,87,,222,2,,66,,3,,,2,,4,1930
"ESS8e02_2",8,"2.2","10.12.2020",941,"IT",1.017393,0.87424386,1.9948093,1.7439498,,,,90,,,,,,,2,1,3,5,,2,1,4,7,2,4,2,1,1,7,6,,4,,,,1,,2,36,,323,1,,6,,7,,,5,,66,1981
"ESS8e02_2",8,"2.2","10.12.2020",943,"IT",0.9957218,1.036312,1.9948093,2.0672448,,,,120,,,,,,,0,1,1,77,,4,8,7,8,8,7,9,8,1,88,6,,77,,,,66,,2,66,,313,6,,66,,8,,,5,,3,1951
"ESS8e02_2",8,"2.2","10.12.2020",947,"IT",1.0097194,1.0508796,1.9948093,2.0963044,,,,8888,,,,,,,4,3,2,7,,4,5,5,5,5,5,5,5,1,5,5,,8,,,,4,,2,66,,323,6,,66,,7,,,4,,4,1951
"ESS8e02_2",8,"2.2","10.12.2020",948,"IT",1.0168281,0.94536924,1.9948093,1.8858314,,,,10,,,,,,,5,2,1,77,,4,3,4,4,0,0,0,3,1,5,3,,4,,,,66,,2,37,,213,1,,66,,4,,,4,,3,1980
"ESS8e02_2",8,"2.2","10.12.2020",950,"IT",0.98591685,1.0650376,1.9948093,2.124547,,,,30,,,,,,,4,1,1,88,,2,3,3,7,1,3,1,6,2,5,7,,66,,,,66,,1,57,,313,1,,66,,8,,,3,,5,1960
"ESS8e02_2",8,"2.2","10.12.2020",951,"IT",1.0097194,1.0182225,1.9948093,2.0311596,,,,600,,,,,,,7,1,2,5,,4,5,6,5,5,5,5,5,3,5,4,,66,,,,66,,2,20,,313,1,,6,,8,,,5,,4,1997
"ESS8e02_2",8,"2.2","10.12.2020",953,"IT",1.0365344,0.7390573,1.9948093,1.4742783,,,,60,,,,,,,1,1,2,6,,4,6,7,9,4,7,4,6,1,3,3,,4,,,,1,,2,24,,313,6,,6,,8,,,5,,4,1993
"ESS8e02_2",8,"2.2","10.12.2020",955,"IT",0.97247577,1.0195009,1.9948093,2.0337098,,,,0,,,,,,,0,2,2,88,,4,4,3,7,3,4,3,3,3,0,0,,66,,,,66,,2,15,,213,6,,6,,4,,,5,,4,2002
"ESS8e02_2",8,"2.2","10.12.2020",957,"IT",0.96083236,0.6248155,1.9948093,1.2463878,,,,120,,,,,,,0,3,1,10,,2,0,0,7,0,0,0,0,1,0,0,,4,,,,1,,1,29,,321,1,,6,,6,,,5,,5,1988
"ESS8e02_2",8,"2.2","10.12.2020",958,"IT",1.0168281,0.66122884,1.9948093,1.3190254,,,,45,,,,,,,1,1,1,5,,3,2,3,6,1,3,1,2,1,5,5,,1,,,,66,,1,31,,313,1,,6,,8,,,4,,4,1986
"ESS8e02_2",8,"2.2","10.12.2020",960,"IT",1.0056548,1.0234615,1.9948093,2.0416105,,,,90,,,,,,,2,1,2,8,,2,2,4,6,0,3,0,5,1,5,6,,77,,,,77,,1,60,,213,7,,66,,4,,,4,,3,1957
"ESS8e02_2",8,"2.2","10.12.2020",965,"IT",1.0580578,1.0421983,1.9948093,2.078987,,,,675,,,,,,,5,2,2,3,,3,6,5,6,4,5,4,6,1,5,6,,1,,,,2,,2,43,,323,6,,6,,7,,,2,,4,1974
"ESS8e02_2",8,"2.2","10.12.2020",967,"IT",0.9957218,1.2711033,1.9948093,2.5356085,,,,1038,,,,,,,7,2,2,3,,2,6,7,7,4,4,4,6,1,6,6,,1,,,,2,,2,54,,720,2,,66,,14,,,4,,5,1963
"ESS8e02_2",8,"2.2","10.12.2020",973,"IT",0.9618815,0.9272513,1.9948093,1.8496895,,,,658,,,,,,,10,4,1,77,,4,1,8,8,1,1,1,1,1,0,2,,77,,,,66,,1,42,,323,2,,66,,7,,,1,,3,1975
"ESS8e02_2",8,"2.2","10.12.2020",974,"IT",0.96083236,0.89330876,1.9948093,1.7819806,,,,8888,,,,,,,2,3,1,77,,4,1,1,6,1,1,1,1,7,2,1,,66,,,,66,,2,54,,213,1,,5,,4,,,5,,3,1963
"ESS8e02_2",8,"2.2","10.12.2020",978,"IT",1.0514121,0.95461476,1.9948093,1.9042743,,,,30,,,,,,,2,2,2,77,,4,2,0,3,0,0,0,3,1,5,5,,88,,,,66,,2,60,,313,1,,66,,8,,,3,,5,1957
"ESS8e02_2",8,"2.2","10.12.2020",982,"IT",1.0365344,0.7390573,1.9948093,1.4742783,,,,30,,,,,,,7,1,2,7,,2,0,0,0,0,0,0,0,1,2,5,,14,,,,66,,2,25,,313,1,,6,,8,,,5,,5,1992
"ESS8e02_2",8,"2.2","10.12.2020",984,"IT",1.0169604,0.99291867,1.9948093,1.9806834,,,,60,,,,,,,1,2,1,5,,4,1,0,2,0,0,0,5,2,0,1,,66,,,,66,,1,26,,213,2,,2,,4,,,2,,4,1991
"ESS8e02_2",8,"2.2","10.12.2020",987,"IT",0.96083236,0.81640583,1.9948093,1.6285739,,,,1080,,,,,,,7,2,2,88,,3,8,8,9,6,7,6,8,3,7,7,,66,,,,66,,2,15,,213,6,,6,,4,,,2,,3,2002
"ESS8e02_2",8,"2.2","10.12.2020",989,"IT",1.0056548,0.88469505,1.9948093,1.7647979,,,,30,,,,,,,3,2,2,3,,4,4,7,8,5,4,4,5,3,3,5,,66,,,,66,,2,20,,323,6,,6,,7,,,5,,3,1997
"ESS8e02_2",8,"2.2","10.12.2020",990,"IT",0.96083236,1.090702,1.9948093,2.1757426,,,,120,,,,,,,0,5,1,77,,3,0,0,0,0,0,0,0,7,0,0,,66,,,,66,,1,46,,213,1,,3,,4,,,2,,5,1971
"ESS8e02_2",8,"2.2","10.12.2020",992,"IT",1.0580578,1.2013346,1.9948093,2.3964334,,,,8888,,,,,,,4,2,1,5,,4,0,1,1,0,1,0,0,7,1,5,,66,,,,66,,1,34,,213,1,,1,,4,,,5,,4,1983
"ESS8e02_2",8,"2.2","10.12.2020",994,"IT",1.0365344,0.67404383,1.9948093,1.3445889,,,,60,,,,,,,88,2,3,88,,3,4,6,6,3,5,3,5,3,4,7,,66,,,,66,,1,19,,323,6,,6,,7,,,3,,4,1998
"ESS8e02_2",8,"2.2","10.12.2020",996,"IT",0.96083236,0.6691771,1.9948093,1.3348807,,,,10,,,,,,,0,2,2,77,,4,0,0,0,0,0,0,0,1,0,3,,77,,,,66,,2,48,,321,6,,6,,6,,,4,,3,1969
"ESS8e02_2",8,"2.2","10.12.2020",997,"IT",0.98251426,1.1157469,1.9948093,2.2257023,,,,0,,,,,,,10,5,1,4,,4,4,88,8,2,88,2,4,2,8,8,,66,,,,66,,2,78,,0,6,,5,,1,,,5,,4,1939
"ESS8e02_2",8,"2.2","10.12.2020",998,"IT",1.0097194,1.0508796,1.9948093,2.0963044,,,,60,,,,,,,8,2,1,2,,3,7,7,7,2,4,2,7,1,2,2,,1,,,,2,,2,60,,323,1,,6,,7,,,5,,4,1957
"ESS8e02_2",8,"2.2","10.12.2020",1002,"IT",0.97247577,0.88294566,1.9948093,1.7613082,,,,180,,,,,,,0,1,3,2,,3,4,5,7,3,5,2,88,1,88,0,,1,,,,2,,2,61,,313,6,,66,,8,,,2,,3,1956
"ESS8e02_2",8,"2.2","10.12.2020",1005,"IT",1.0056548,0.86415726,1.9948093,1.7238289,,,,60,,,,,,,5,1,2,3,,3,6,7,7,3,5,2,8,1,7,7,,77,,,,77,,2,53,,323,1,,66,,7,,,4,,3,1964
"ESS8e02_2",8,"2.2","10.12.2020",1006,"IT",0.9921986,0.89459586,1.9948093,1.7845482,,,,150,,,,,,,8,1,1,1,,1,8,10,10,6,8,6,9,1,8,9,,1,,,,2,,1,25,,313,6,,6,,8,,,5,,4,1992
"ESS8e02_2",8,"2.2","10.12.2020",1008,"IT",1.0056548,0.86415726,1.9948093,1.7238289,,,,210,,,,,,,5,2,2,6,,1,2,5,8,1,1,1,7,1,88,0,,13,,,,66,,2,47,,313,1,,6,,8,,,2,,3,1970
"ESS8e02_2",8,"2.2","10.12.2020",1010,"IT",1.0056548,1.0234615,1.9948093,2.0416105,,,,120,,,,,,,6,2,2,10,,3,8,6,9,4,5,5,7,1,7,8,,14,,,,66,,1,82,,113,6,,66,,2,,,2,,3,1935
"ESS8e02_2",8,"2.2","10.12.2020",1011,"IT",0.96083236,0.7925376,1.9948093,1.5809615,,,,120,,,,,,,4,3,2,6,,2,7,8,8,7,7,7,8,1,3,3,,4,,,,1,,1,77,,213,1,,66,,4,,,4,,3,1940
"ESS8e02_2",8,"2.2","10.12.2020",1017,"IT",1.0365344,0.96784997,1.9948093,1.9306761,,,,120,,,,,,,2,4,2,3,,3,6,6,6,7,7,7,6,2,2,3,,66,,,,8,,2,71,,213,1,,66,,4,,,4,,3,1946
"ESS8e02_2",8,"2.2","10.12.2020",1019,"IT",1.017393,1.0354072,1.9948093,2.06544,,,,150,,,,,,,7,1,2,4,,2,7,8,8,5,6,5,8,1,7,7,,1,,,,2,,1,69,,222,2,,66,,3,,,4,,3,1948
